#{"t_start": 1585925231.215345, "env_id": "SoftReacher-v0"}
r,l,t
-46.331452,3,7089.770449
-14.077581,2,7089.879064
-11.060384,1,7089.958502
-15.668316,1,7090.015266
-98.830926,6,7090.44954
-84.009009,5,7090.728111
-73.699803,4,7090.954791
-18.604393,2,7091.071156
-72.4159,4,7091.288865
-14.107271,4,7091.508864
-122.332905,6,7091.834673
-38.925489,3,7092.063819
-35.550723,2,7092.197529
-24.991965,3,7092.362873
-63.1023,3,7092.561534
-3.713568,1,7092.618189
-17.212734,1,7092.657287
-27.134396,5,7092.943683
-40.221335,2,7093.043403
-94.122447,10,7093.833182
-20.512287,1,7093.888639
-109.387201,7,7094.281649
-80.518882,7,7094.799448
-73.764245,4,7095.07302
-36.089897,2,7095.200283
-21.087193,5,7095.480266
-51.292458,3,7095.712116
-15.374356,1,7095.784074
-136.730375,10,7096.534772
-135.615998,9,7097.165555
-68.453797,9,7097.706199
-18.527428,4,7097.923949
-84.1468,10,7098.475379
-54.433288,3,7098.705376
-90.676334,6,7099.087652
-33.819395,4,7099.328046
-12.966408,3,7099.495447
-20.213604,1,7099.548033
-5.808264,1,7099.606923
-108.526876,5,7099.919871
-59.655895,3,7100.141058
-36.421126,4,7100.353294
-16.939069,4,7100.594143
-13.113604,1,7100.669452
-64.387848,6,7101.036394
-42.002394,7,7101.476031
-22.191934,3,7101.645898
-68.174758,4,7101.89125
-8.803677,1,7101.967604
-85.657296,4,7102.183604
-26.302084,2,7102.300062
-139.130587,7,7102.702086
-82.221516,5,7102.973107
-20.18225,1,7103.048074
-66.252754,4,7103.273015
-95.603365,10,7104.002991
-73.607099,4,7104.229271
-14.679501,4,7104.422305
-38.537772,8,7104.893686
-20.310985,2,7105.014953
-20.58357,1,7105.069577
-52.384611,3,7105.233659
-130.791958,12,7106.187157
-38.558455,2,7106.345581
-108.419121,5,7106.627963
-60.524553,3,7106.856889
-133.619236,7,7107.267482
-9.545089,3,7107.496493
-104.451494,7,7107.939964
-126.075367,9,7108.667897
-107.025958,5,7109.025907
-20.128955,1,7109.126112
-36.553002,3,7109.288362
-80.716922,4,7109.573602
-82.743013,10,7110.34713
-51.582496,3,7110.514955
-47.078111,4,7110.818559
-38.62464,7,7111.210711
-16.903451,1,7111.288358
-69.497246,8,7111.773733
-35.854084,7,7112.204865
-30.135179,2,7112.309626
-36.546187,2,7112.421418
-28.248971,2,7112.526609
-33.100659,2,7112.640463
-119.945138,6,7113.008348
-11.696873,2,7113.113608
-81.148716,4,7113.421568
-114.626267,6,7113.793133
-27.746158,4,7114.056921
-104.685255,7,7114.526214
-20.24806,1,7114.579714
-65.952074,4,7114.887296
-42.864177,2,7114.977216
-21.928283,1,7115.058036
-10.845383,2,7115.166044
-41.491877,2,7115.282533
-32.564255,5,7115.609941
-83.159906,5,7115.896498
-19.6039,1,7115.950138
-23.355318,2,7116.098565
-41.389973,2,7116.211234
-85.432296,10,7116.789976
-19.296927,2,7116.929123
-67.383799,4,7117.255227
-23.891403,4,7117.475386
-37.582972,4,7117.779586
-13.282603,1,7117.853686
-130.108622,8,7118.494692
-3.39444,1,7118.572052
-38.949602,6,7118.946662
-63.917426,3,7119.110287
-12.100007,4,7119.349341
-3.12228,2,7119.458911
-35.321067,5,7119.738619
-36.220123,3,7119.947334
-62.120741,3,7120.112744
-69.102927,4,7120.331487
-13.049607,1,7120.406449
-68.198739,12,7121.323568
-17.779242,1,7121.374346
-4.459364,1,7121.431788
-45.574587,3,7121.656268
-30.541637,2,7121.763686
-90.523158,11,7122.634006
-32.110328,2,7122.775792
-17.715562,1,7122.832184
-88.377224,6,7123.332532
-20.309867,1,7123.388129
-15.0612,2,7123.490481
-19.816524,3,7123.65429
-55.527067,4,7123.871592
-82.691184,6,7124.356619
-74.266944,7,7124.75244
-72.505775,4,7124.970069
-63.181904,3,7125.123291
-24.983777,5,7125.529041
-62.619903,3,7125.69161
-4.830812,2,7125.808274
-5.28854,1,7125.859025
-75.894941,5,7126.162579
-39.092979,3,7126.435199
-128.279761,6,7126.831805
-19.069703,1,7126.888286
-10.944836,4,7127.143786
-123.750716,9,7127.874465
-20.443971,7,7128.343828
-42.909084,9,7129.033873
-21.481223,7,7129.485391
-101.335632,7,7129.993859
-98.217964,9,7130.70538
-126.569528,12,7131.560945
-63.000638,3,7131.819864
-50.97615,4,7132.012496
-21.075319,1,7132.069489
-103.038899,7,7132.649128
-66.982439,4,7132.911256
-13.779229,1,7132.991166
-12.806532,1,7133.07351
-38.759648,4,7133.312204
-17.568851,1,7133.348488
-15.629611,1,7133.425877
-56.406551,3,7133.598063
-25.865371,4,7133.819468
-90.776927,6,7134.160837
-123.900944,7,7134.767931
-4.772964,2,7134.910951
-11.792164,3,7135.065083
-145.390783,7,7135.4945
-22.214074,6,7135.846053
-8.032761,1,7135.907383
-29.365422,2,7136.021675
-83.191108,8,7136.563849
-32.068377,4,7136.821282
-29.520948,2,7136.959858
-35.742346,2,7137.107123
-12.243935,1,7137.162796
-69.379123,4,7137.394112
-51.511548,3,7137.648983
-21.032556,5,7138.132614
-107.825994,15,7139.153051
-43.002248,6,7139.513108
-13.210813,1,7139.564316
-84.701436,5,7139.857583
-4.646852,1,7139.91656
-10.881733,2,7140.061374
-20.152436,1,7140.143315
-35.795896,4,7140.464241
-64.91593,3,7140.587193
-39.382471,3,7140.753706
-22.31143,3,7140.979001
-22.739626,2,7141.138961
-80.502177,7,7141.71649
-47.317265,9,7142.287321
-85.741465,5,7142.674772
-59.029575,7,7143.110538
-19.034935,1,7143.193157
-35.493598,2,7143.339131
-98.931475,10,7143.89645
-61.758612,3,7144.07333
-59.147759,9,7144.612867
-84.126974,5,7144.91428
-99.386087,5,7145.290396
-87.191213,11,7146.126271
-32.551564,2,7146.238401
-34.630157,3,7146.465213
-42.056948,4,7146.764201
-111.273444,7,7147.276929
-111.417175,14,7148.228214
-62.686844,4,7148.494426
-43.724264,2,7148.640657
-21.360079,1,7148.702821
-20.050485,1,7148.756327
-52.727344,3,7148.983322
-37.204638,6,7149.337007
-4.45676,1,7149.393115
-116.061063,8,7149.994155
-140.551219,9,7150.582215
-3.584154,2,7150.687003
-41.141023,2,7150.793623
-42.834269,3,7150.927282
-109.011575,6,7151.356423
-140.457748,12,7152.048496
-71.874119,4,7152.267258
-106.97185,11,7153.120355
-30.624655,2,7153.28787
-25.069071,2,7153.443968
-41.827928,2,7153.545233
-85.439429,9,7154.094168
-48.564546,7,7154.657458
-19.337419,1,7154.709717
-42.55742,3,7154.877499
-49.78394,3,7155.016632
-65.142697,6,7155.470402
-30.005731,3,7155.636952
-22.631673,1,7155.689204
-15.854632,1,7155.767168
-123.212809,7,7156.159362
-114.437938,7,7156.539388
-75.407982,4,7156.787801
-96.525069,8,7157.372118
-42.707524,2,7157.51693
-42.086308,3,7157.725341
-37.934184,4,7157.942229
-104.374765,7,7158.370139
-54.746967,9,7158.897267
-18.666643,1,7158.987417
-14.411079,1,7159.042943
-17.527114,1,7159.096196
-17.73756,1,7159.150852
-23.828418,3,7159.331233
-45.400769,2,7159.438724
-34.864068,2,7159.57285
-39.628972,4,7159.835417
-125.185163,6,7160.210072
-75.573194,6,7160.555395
-71.099107,4,7160.773164
-142.761038,9,7161.438285
-2.436087,2,7161.584139
-79.379236,10,7162.360732
-19.544506,1,7162.41685
-32.897512,7,7162.844902
-96.471559,11,7163.592739
-117.45433,6,7164.034438
-20.672501,3,7164.203834
-39.492443,2,7164.35786
-18.369951,2,7164.507603
-39.032748,2,7164.639646
-101.131885,6,7164.984557
-59.188788,6,7165.466596
-89.95397,5,7165.839066
-18.811021,4,7166.042595
-63.448588,10,7166.650007
-139.226129,8,7167.22399
-33.330783,2,7167.325992
-82.488568,4,7167.541569
-61.595729,9,7168.231382
-21.69273,1,7168.280809
-38.433934,6,7168.647061
-48.187321,4,7168.857631
-30.996935,3,7169.019375
-14.668703,2,7169.100049
-39.674542,2,7169.256418
-28.850228,2,7169.362638
-56.802545,4,7169.598682
-19.448901,2,7169.755831
-90.661473,5,7170.161004
-11.523794,1,7170.239301
-83.226587,8,7170.903835
-40.225236,2,7171.050172
-40.225653,2,7171.21047
-105.303471,7,7171.57468
-41.34861,3,7171.710246
-95.028225,5,7172.081279
-42.895155,2,7172.241549
-34.589812,2,7172.353715
-40.149658,4,7172.643513
-74.964524,11,7173.284213
-101.81044,5,7173.650193
-14.283506,1,7173.725475
-74.882314,4,7173.947253
-109.552235,8,7174.545822
-72.990565,4,7174.768733
-29.111933,5,7175.041604
-19.454065,1,7175.073463
-41.618598,2,7175.229072
-17.597938,1,7175.280663
-66.284944,3,7175.449604
-44.906403,2,7175.565391
-40.295288,2,7175.665517
-61.450901,4,7175.880815
-36.922705,2,7176.031662
-108.12754,8,7176.629279
-66.561558,4,7176.954481
-9.495868,1,7177.034387
-84.110467,5,7177.386338
-55.422733,4,7177.60556
-60.686081,3,7177.821471
-85.018628,7,7178.37756
-80.587294,4,7178.690307
-61.887159,4,7178.993584
-112.974569,10,7179.802972
-17.263439,5,7180.077803
-36.280715,2,7180.23367
-42.363779,8,7180.835152
-52.365999,4,7181.051698
-73.624204,4,7181.272224
-148.422752,9,7181.833326
-94.63579,7,7182.220922
-84.432089,12,7183.020852
-8.330983,1,7183.054326
-14.750381,1,7183.105281
-132.221105,7,7183.588682
-65.478662,4,7183.891261
-33.928824,4,7184.216077
-17.42078,1,7184.293253
-47.783449,8,7184.91622
-6.586098,1,7184.97431
-51.612929,3,7185.183463
-56.947775,4,7185.400315
-67.832231,8,7185.942314
-31.644025,3,7186.147616
-84.197254,10,7186.777798
-120.267969,7,7187.261354
-13.784101,1,7187.316642
-34.942042,2,7187.466788
-42.666291,2,7187.575752
-91.061781,8,7188.186624
-11.085149,3,7188.35133
-39.30177,2,7188.456721
-85.420405,10,7189.123125
-15.540442,1,7189.204943
-16.158227,1,7189.283743
-22.021313,4,7189.505524
-10.577765,3,7189.661002
-36.132466,2,7189.73994
-8.75565,3,7189.920041
-6.149402,2,7190.042861
-106.30692,5,7190.379334
-28.242836,2,7190.540403
-112.179931,7,7190.958336
-22.370306,2,7191.082789
-81.840411,5,7191.360883
-17.210622,1,7191.437436
-14.053342,2,7191.580734
-1.501061,1,7191.636583
-43.733288,2,7191.747944
-21.809805,4,7191.967148
-90.570167,10,7192.717997
-12.613993,1,7192.795194
-42.106823,7,7193.322971
-76.28988,10,7194.124585
-87.075027,4,7194.438935
-58.295328,3,7194.683009
-99.936224,7,7195.242054
-39.823125,2,7195.375216
-116.056929,8,7195.986658
-144.292927,7,7196.543972
-35.609216,2,7196.657959
-15.090996,1,7196.713738
-17.347846,2,7196.798527
-18.279694,5,7197.206175
-111.665165,8,7197.827542
-62.715114,6,7198.29483
-6.006969,3,7198.425457
-75.782304,5,7198.705803
-21.691716,2,7198.829066
-13.523105,3,7199.000661
-18.491368,1,7199.053911
-116.903887,8,7199.703641
-81.166451,4,7200.00543
-33.520777,5,7200.312429
-46.198336,6,7200.767749
-62.686448,7,7201.320513
-30.671361,2,7201.429593
-17.807216,1,7201.486084
-24.728482,4,7201.729361
-75.158589,7,7202.109699
-68.266578,4,7202.428167
-14.899194,3,7202.585551
-13.013203,1,7202.686245
-143.101016,14,7203.631183
-16.33843,2,7203.722965
-56.559733,4,7203.950551
-101.858763,5,7204.294301
-14.831345,1,7204.348536
-31.001858,6,7204.709118
-133.991637,8,7205.218465
-13.730461,1,7205.270129
-36.143881,2,7205.423049
-37.261911,7,7205.858097
-63.705751,3,7206.022666
-42.967497,2,7206.125855
-19.930288,1,7206.182822
-19.888,2,7206.268734
-38.952805,2,7206.374936
-30.258108,3,7206.543925
-16.587555,1,7206.595447
-10.979231,1,7206.653314
-30.163148,4,7206.995489
-9.309808,1,7207.0305
-60.359021,6,7207.377706
-1.5928,1,7207.458559
-41.981715,2,7207.582044
-63.012988,4,7207.803104
-71.085142,6,7208.132178
-94.354887,5,7208.458774
-33.069587,3,7208.604584
-39.807712,2,7208.746351
-16.008372,2,7208.835191
-43.13505,4,7209.130728
-94.911961,5,7209.423364
-25.514607,2,7209.53471
-128.314316,8,7210.154902
-53.275847,3,7210.299628
-14.276388,1,7210.335534
-10.870025,1,7210.395985
-59.88616,3,7210.584201
-48.752957,3,7210.814984
-22.704884,2,7210.905933
-32.152519,2,7211.011545
-105.375777,10,7211.628377
-71.414982,9,7212.329379
-34.385527,2,7212.485065
-5.0592,1,7212.557137
-116.437279,8,7213.007458
-52.204759,4,7213.241515
-123.108466,6,7213.717141
-62.401615,3,7213.881719
-69.462392,10,7214.645272
-6.401298,1,7214.716301
-29.375204,5,7214.979345
-18.496132,1,7215.032419
-17.104055,1,7215.114894
-13.368722,1,7215.190219
-44.082824,3,7215.358367
-85.436825,4,7215.573066
-6.359461,1,7215.650243
-71.616555,6,7215.980538
-80.03493,5,7216.355004
-63.905243,5,7216.646235
-87.41779,6,7216.961058
-78.877965,9,7217.659246
-16.083501,1,7217.709902
-21.045097,1,7217.778903
-10.781723,1,7217.845514
-103.831349,5,7218.120902
-126.700619,7,7218.669572
-24.555146,2,7218.813726
-12.047609,2,7218.931805
-49.549555,3,7219.148717
-70.07607,4,7219.392222
-28.913109,4,7219.694926
-29.618565,2,7219.780828
-33.336156,2,7219.889198
-27.067619,2,7220.040836
-43.433027,3,7220.260944
-59.066118,4,7220.509185
-93.424614,7,7220.912749
-30.895831,2,7221.060034
-20.69995,1,7221.109908
-10.708635,1,7221.186627
-32.389815,3,7221.424562
-71.898339,6,7221.904967
-34.528241,2,7222.05429
-8.62233,1,7222.113388
-129.863049,6,7222.462606
-25.662372,5,7222.735379
-50.721769,7,7223.146357
-29.581128,2,7223.302535
-5.651196,2,7223.491839
-8.374088,4,7223.728275
-28.316121,2,7223.832835
-80.505868,12,7224.525341
-39.512562,2,7224.632102
-44.140178,2,7224.787822
-14.188883,1,7224.862267
-78.976017,8,7225.510297
-134.852343,10,7226.105418
-20.495158,1,7226.165813
-20.544791,1,7226.222533
-29.040618,2,7226.377899
-75.310324,6,7226.71471
-16.075572,3,7226.88807
-24.86495,5,7227.165979
-45.538994,4,7227.383744
-41.549754,2,7227.53778
-4.683535,1,7227.609661
-60.349587,3,7227.834361
-9.297347,13,7228.784133
-20.962271,1,7228.859201
-167.818393,9,7229.363854
-185.926598,9,7229.912967
-15.958696,2,7230.069609
-36.425042,2,7230.199058
-31.652225,2,7230.313776
-143.918854,13,7231.243677
-8.023524,1,7231.30333
-103.685166,7,7231.692609
-6.254431,1,7231.745594
-37.198752,4,7232.044892
-38.191671,2,7232.170428
-17.001622,6,7232.56462
-95.453868,11,7233.259212
-20.933874,1,7233.321463
-81.561765,5,7233.604371
-37.600425,2,7233.711599
-58.409704,5,7233.987983
-36.534382,2,7234.098505
-65.563102,3,7234.270088
-18.26838,2,7234.383835
-67.431321,5,7234.656266
-123.00614,11,7235.483858
-62.749992,3,7235.653985
-36.742701,3,7235.877834
-17.460391,1,7235.931188
-33.676476,2,7236.016212
-66.022329,4,7236.294353
-135.445598,8,7236.796423
-40.409067,2,7236.941972
-19.203959,5,7237.22229
-64.159958,6,7237.542207
-46.288851,3,7237.70318
-35.29499,3,7237.96408
-67.930845,5,7238.239303
-48.102937,3,7238.396467
-91.946818,5,7238.729772
-50.932879,4,7238.949646
-56.553501,3,7239.108597
-83.409179,4,7239.431158
-41.537126,2,7239.587479
-64.601655,4,7239.803192
-50.31851,4,7240.026408
-14.129475,4,7240.291396
-81.188085,4,7240.484077
-44.253534,2,7240.570493
-61.607368,3,7240.735875
-134.243344,7,7241.121839
-41.977172,2,7241.255789
-129.996517,6,7241.597203
-72.014964,7,7242.125361
-98.635316,5,7242.491017
-166.671857,8,7243.034868
-22.092729,5,7243.341496
-19.602829,5,7243.652555
-96.420417,7,7244.090338
-99.994194,11,7244.804281
-18.215536,1,7244.844338
-18.555919,1,7244.901765
-100.345634,12,7245.720969
-40.404295,2,7245.87612
-89.933935,5,7246.162338
-21.505492,1,7246.24068
-42.093065,2,7246.343897
-17.187786,1,7246.420442
-55.561811,5,7246.693678
-2.880766,2,7246.796172
-39.287219,2,7246.950611
-85.039582,5,7247.326602
-20.520211,7,7247.817517
-15.020517,1,7247.871127
-35.409329,6,7248.24967
-43.506765,8,7248.771782
-14.114005,4,7249.019021
-70.694129,12,7249.979988
-55.866837,4,7250.200738
-43.630029,2,7250.369331
-14.793908,3,7250.531434
-31.461252,2,7250.648098
-10.960705,1,7250.702343
-34.438381,6,7251.181466
-15.011678,2,7251.290771
-43.078938,2,7251.398725
-21.512396,1,7251.447996
-22.174834,3,7251.617687
-34.509923,8,7252.054284
-44.465902,4,7252.283455
-38.057835,2,7252.376697
-20.47915,1,7252.428825
-169.3079,8,7252.92482
-24.177645,4,7253.14873
-60.628209,6,7253.528287
-2.950009,1,7253.579902
-75.472694,6,7254.053482
-44.48119,5,7254.32876
-45.537945,3,7254.486596
-11.730528,3,7254.7184
-5.752515,1,7254.778217
-25.857967,2,7254.88903
-16.190901,1,7254.948631
-40.829672,6,7255.319414
-17.284395,1,7255.389226
-47.548748,5,7255.659409
-20.692187,1,7255.739271
-14.995112,1,7255.834427
-39.890555,2,7255.98241
-40.909398,2,7256.090528
-73.768046,4,7256.316507
-23.192361,2,7256.465806
-90.987244,4,7256.710297
-85.991924,9,7257.294578
-4.471021,2,7257.450413
-62.401704,3,7257.611721
-49.35387,9,7258.249176
-17.571625,1,7258.345729
-28.261317,3,7258.516541
-53.150488,3,7258.761335
-74.482317,4,7258.993714
-41.151931,2,7259.146728
-67.506191,10,7259.931921
-28.647205,2,7260.098111
-106.121503,8,7260.637949
-30.429874,4,7260.856729
-81.19161,13,7261.843981
-18.708058,2,7262.004346
-35.447157,3,7262.163224
-5.93281,1,7262.219533
-9.602383,1,7262.274592
-30.982569,2,7262.441964
-67.181599,10,7263.074348
-6.566061,3,7263.302263
-82.041985,15,7264.43892
-35.850937,3,7264.601155
-48.531312,5,7264.8864
-76.336674,12,7265.709397
-59.712946,5,7266.001824
-39.946855,6,7266.39083
-4.093589,1,7266.444234
-36.802229,2,7266.535497
-3.851467,2,7266.646806
-22.258478,3,7266.836936
-63.001549,5,7267.196494
-17.039455,3,7267.388199
-88.920163,10,7267.959302
-64.871607,7,7268.493726
-18.090676,2,7268.598207
-43.445192,2,7268.712332
-17.957053,1,7268.786841
-22.112193,4,7268.984845
-39.703013,9,7269.67639
-3.095297,1,7269.728359
-29.823691,2,7269.882299
-15.546124,1,7269.963029
-10.358004,3,7270.134075
-124.995099,12,7270.960771
-97.497296,10,7271.505034
-44.641995,3,7271.659182
-60.844534,4,7271.869802
-57.429523,3,7272.115368
-26.094744,2,7272.231266
-87.679517,4,7272.456343
-41.059482,3,7272.666265
-33.557777,2,7272.782824
-41.230312,13,7273.466779
-49.199921,4,7273.72769
-29.969184,7,7274.190521
-14.454225,3,7274.357631
-112.857418,6,7274.694963
-20.460178,1,7274.728699
-22.964484,2,7274.845829
-19.17847,4,7275.04512
-87.723973,11,7275.884032
-33.006728,4,7276.12415
-85.589922,9,7276.701858
-70.664514,12,7277.498649
-37.328531,2,7277.608904
-64.973153,4,7277.831447
-20.395674,1,7277.884205
-67.07806,3,7278.053971
-97.968041,6,7278.397605
-11.260662,2,7278.551968
-49.959957,3,7278.673714
-10.266392,1,7278.708075
-15.111617,2,7278.827147
-10.018477,2,7278.931808
-13.649761,5,7279.235734
-13.484297,1,7279.289686
-21.444169,1,7279.326504
-52.702641,4,7279.63324
-106.53007,5,7279.93045
-17.965331,1,7279.964521
-37.056213,2,7280.032656
-66.077148,8,7280.645444
-5.464294,1,7280.728397
-41.045222,3,7280.882199
-75.369775,10,7281.632696
-16.636951,2,7281.743144
-18.614306,1,7281.82107
-144.672091,8,7282.436929
-65.733461,3,7282.678643
-81.291899,7,7283.197443
-121.57988,9,7283.783854
-10.404305,4,7284.01097
-65.97843,3,7284.154562
-19.670476,1,7284.214442
-76.604652,4,7284.433041
-70.43315,7,7284.881932
-18.452954,2,7284.976015
-114.960573,7,7285.358518
-127.584998,8,7285.815464
-64.955941,4,7286.062026
-21.546962,1,7286.118376
-35.107288,3,7286.283309
-106.433136,9,7286.895811
-52.50074,6,7287.247177
-65.212405,5,7287.545996
-49.573065,3,7287.710679
-101.175802,5,7288.00863
-35.678307,4,7288.234155
-104.760852,6,7288.578211
-18.814863,1,7288.634294
-75.139011,11,7289.328164
-56.753849,9,7289.904057
-22.330166,1,7289.968055
-12.321859,1,7290.040451
-102.222256,5,7290.415709
-69.426489,5,7290.686625
-117.01058,9,7291.268919
-24.650877,2,7291.375402
-72.081203,4,7291.630015
-75.236191,12,7292.423607
